"Position","Title","Views","Date","Image","Duration","Link"
77,"I Gave People $1,000,000 But ONLY 1 Minute To Spend It!","208M views","3 years ago","https://i.ytimg.com/vi/LeYsRMZFUq0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBvC5MzTi68fdNmu7jEDYvywtbP_A","14:18","https://www.youtube.com/watch?v=LeYsRMZFUq0"
78,"Steal This $100,000 Diamond, You Keep It","212M views","3 years ago","https://i.ytimg.com/vi/Dc2ZRmuH5OM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDxdDTvjUhYjT28pNOpJ3VMNWp_eA","14:03","https://www.youtube.com/watch?v=Dc2ZRmuH5OM"
79,"Press This Button To Win $100,000!","310M views","3 years ago","https://i.ytimg.com/vi/GLoeAJUcz38/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDxCHcKuO6Eh4R3nnV8M1NJ1eaRWw","15:11","https://www.youtube.com/watch?v=GLoeAJUcz38"
80,"I Survived 24 Hours Straight In Ice","162M views","3 years ago","https://i.ytimg.com/vi/SZQhgExjBvQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCESqio8GnjrJ6lIBmdmxxUX9Wj-Q","11:34","https://www.youtube.com/watch?v=SZQhgExjBvQ"
81,"I Uber’d People And Let Them Keep The Car","130M views","3 years ago","https://i.ytimg.com/vi/IoZri9hq7z4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBR1Z8M10myTPL-XsFwsa9H66gwMQ","14:11","https://www.youtube.com/watch?v=IoZri9hq7z4"
82,"I Filled My Brother’s House With Slime & Bought Him A New One","233M views","3 years ago","https://i.ytimg.com/vi/vp5sSqyZ5Go/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD5Hc7PWhqQtI60dYBFmsnKD4W_jg","9:25","https://www.youtube.com/watch?v=vp5sSqyZ5Go"
83,"Hi Me In 5 Years","125M views","3 years ago","https://i.ytimg.com/vi/AKJfakEsgy0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAApcFBokYIAcEnkxiarb_lA9nkJQ","2:08","https://www.youtube.com/watch?v=AKJfakEsgy0"
84,"Would You Rather Have A Giant Diamond or $100,000?","167M views","3 years ago","https://i.ytimg.com/vi/Vl3swga-Xrk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB3-wlbS6IDAzPO4P_r5602mDEyfA","12:24","https://www.youtube.com/watch?v=Vl3swga-Xrk"
85,"I Gave My 40,000,000th Subscriber 40 Cars","180M views","3 years ago","https://i.ytimg.com/vi/UE5AHE2Ypr8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDJyHmY4DGlnuEwU26ZGwTZOGeK9A","17:11","https://www.youtube.com/watch?v=UE5AHE2Ypr8"
86,"Why I Haven’t Been Uploading","57M views","3 years ago","https://i.ytimg.com/vi/TDiXxsQ0w2Q/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB8EEvdf6xhRi6ge3Cl-syCTxjh9A","6:22","https://www.youtube.com/watch?v=TDiXxsQ0w2Q"
87,"Get This Random Person 1,000,000 Subscribers","83M views","3 years ago","https://i.ytimg.com/vi/oD155zWANQg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLABZY_mmK3hr0iMuWHr1ekHF3J6ww","14:05","https://www.youtube.com/watch?v=oD155zWANQg"
88,"Would YOU Rather Have A Lamborghini or This House?","206M views","3 years ago","https://i.ytimg.com/vi/s1ax8Tx_Jz0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD_KfKvLYsbkw7rxXdS2pOY0OOqBA","18:26","https://www.youtube.com/watch?v=s1ax8Tx_Jz0"
89,"Last To Leave $800,000 Island Keeps It","258M views","3 years ago","https://i.ytimg.com/vi/NkE0AMGzpJY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAZ-hwE4MFx2L1bP0aEz5oOD_UPxA","21:15","https://www.youtube.com/watch?v=NkE0AMGzpJY"
90,"I Bought A Private Island","168M views","3 years ago","https://i.ytimg.com/vi/FbM1yi4mMMc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDtPObcVXCxVcFa2K82GfkYCZNgDw","11:37","https://www.youtube.com/watch?v=FbM1yi4mMMc"
91,"I Spent $1,000,000 On Lottery Tickets and WON","136M views","3 years ago","https://i.ytimg.com/vi/5V2B28OqfqM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDYK0gKQRnxXwei44UC2S3AYZtJTA","10:13","https://www.youtube.com/watch?v=5V2B28OqfqM"
92,"I Ate The World’s Largest Slice Of Pizza","266M views","3 years ago","https://i.ytimg.com/vi/Rj_vssRaZlQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA-bQW5njCJvUH2VDObHkjAWDY2ew","8:03","https://www.youtube.com/watch?v=Rj_vssRaZlQ"
93,"I Adopted EVERY Dog In A Dog Shelter","244M views","3 years ago","https://i.ytimg.com/vi/YQDDm9HLkV4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCm57iFdZRVl62k5bXGptyiqut-BQ","16:04","https://www.youtube.com/watch?v=YQDDm9HLkV4"
94,"I Bought The World's Largest Firework ($600,000)","220M views","3 years ago","https://i.ytimg.com/vi/erQ_9yEz0ls/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLClSty6bq2ryFX7ctxiUXIR3Dc-Kw","11:09","https://www.youtube.com/watch?v=erQ_9yEz0ls"
95,"I Broke Into A House","182M views","3 years ago","https://i.ytimg.com/vi/OAbP-V6fEVc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDckg2tT2AlarBnfex9IJI10XFA_g","14:02","https://www.youtube.com/watch?v=OAbP-V6fEVc"
96,"Would You Rather Have $100,000 OR This Mystery Key?","224M views","4 years ago","https://i.ytimg.com/vi/_qAJMXfL6o0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCVU0APMqF_8IHDORhsGq1ZviDH9w","18:21","https://www.youtube.com/watch?v=_qAJMXfL6o0"
97,"I Built The World's Largest Lego Tower","180M views","4 years ago","https://i.ytimg.com/vi/59AYXzCa-Cs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDNOGqkUgVz4be1cMzd_v_15LK3vw","13:56","https://www.youtube.com/watch?v=59AYXzCa-Cs"
98,"I Spent 50 Hours In Solitary Confinement","317M views","4 years ago","https://i.ytimg.com/vi/r7zJ8srwwjk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDYjjCoOJ-yqXrz8JdZwSstuTUxPw","15:52","https://www.youtube.com/watch?v=r7zJ8srwwjk"
99,"If You Click This Video I'll Give My Friend .001$","212M views","4 years ago","https://i.ytimg.com/vi/YSoJPA8-oHc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLANLEWlZ-cIcJgF_O3xmL3JykZ66Q","17:21","https://www.youtube.com/watch?v=YSoJPA8-oHc"
100,"I Gave $200,000 To People Who Lost Their Jobs (Corona Virus)","46M views","4 years ago","https://i.ytimg.com/vi/5Hg_QSIJm8I/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCP1Jj_688Gxv3aHCPCnWqUf9uEhQ","15:19","https://www.youtube.com/watch?v=5Hg_QSIJm8I"
101,"Videos I Could Not Upload...","160M views","4 years ago","https://i.ytimg.com/vi/gsWPpE4Rid0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCOEiwLbgmOyEYSRL-DtOwQojC5JA","13:32","https://www.youtube.com/watch?v=gsWPpE4Rid0"
102,"I Spent 24 Hours In A Doomsday Bunker","212M views","4 years ago","https://i.ytimg.com/vi/HBMmK1c44sE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBhzAwUOMKqwFrRMM4XCoaeyvmSpA","11:59","https://www.youtube.com/watch?v=HBMmK1c44sE"
103,"Giving $1,000,000 Of Food To People In Need","61M views","4 years ago","https://i.ytimg.com/vi/oBYbxw8f5OI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDjzQNxCE0YvOcRtfoMr-QyrPu7Sg","12:29","https://www.youtube.com/watch?v=oBYbxw8f5OI"
104,"I Ran A Marathon In The World's Largest Shoes","165M views","4 years ago","https://i.ytimg.com/vi/AiGKBNGlzHo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDDjr_ibRGcMTohRa6Nzm0-Rbi0CA","13:49","https://www.youtube.com/watch?v=AiGKBNGlzHo"
105,"$70,000 Extreme Hide And Seek - Challenge","141M views","4 years ago","https://i.ytimg.com/vi/_mdKvblL_8s/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDJD8X_XffuiXU2lfVUyX7AWZqTgQ","17:21","https://www.youtube.com/watch?v=_mdKvblL_8s"
106,"Anything You Can Fit In The Circle I’ll Pay For","294M views","4 years ago","https://i.ytimg.com/vi/yXWw0_UfSFg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB04SxQuws9HfgMvcJs6ZaQ4fr7Gg","19:55","https://www.youtube.com/watch?v=yXWw0_UfSFg"
107,"I Ate A $70,000 Golden Pizza","256M views","4 years ago","https://i.ytimg.com/vi/F4Y3Pkn95GI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD_9Goxf8QmrM0jhGCC9ipTedmBjg","12:56","https://www.youtube.com/watch?v=F4Y3Pkn95GI"
108,"Lamborghini Race, Winner Keeps Lamborghini","139M views","4 years ago","https://i.ytimg.com/vi/KSKJKLmAqpI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAH-zDjuKJZ8zCcY2Peey-iiWyAGQ","14:48","https://www.youtube.com/watch?v=KSKJKLmAqpI"
109,"I Gave My Credit Card To Random People","188M views","4 years ago","https://i.ytimg.com/vi/IYVjOfoU3uI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD6EBwRLiFxCFyixOIrN2LM8CBAVw","16:48","https://www.youtube.com/watch?v=IYVjOfoU3uI"
110,"I Went Back To Boy Scouts For A Day","124M views","4 years ago","https://i.ytimg.com/vi/oI6aXhowFDY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDf3RWQ5k6ZT0CTvGYwWZnwlECWdA","13:38","https://www.youtube.com/watch?v=oI6aXhowFDY"
111,"$60,000 Extreme Hide And Seek - Challenge","161M views","4 years ago","https://i.ytimg.com/vi/LdMx2U5tby0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD_huEyyGPH1OXMWamrUmccmUR0bw","17:59","https://www.youtube.com/watch?v=LdMx2U5tby0"
112,"How I Gained 15,000,000 Subscribers In 1 Year","19M views","4 years ago","https://i.ytimg.com/vi/fY-LA3YaZ_M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD3EAjOxs0KIp5UFMwCVR-FnAqtRw","6:34","https://www.youtube.com/watch?v=fY-LA3YaZ_M"
113,"Important Youtube Announcement (please watch)","37M views","4 years ago","https://i.ytimg.com/vi/0hVZOJCYBBM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDWk0Quw5TeUM5_fS-RuxvRcChXsg","2:35","https://www.youtube.com/watch?v=0hVZOJCYBBM"
114,"Giving 10,000 Presents To Kids For Christmas","76M views","4 years ago","https://i.ytimg.com/vi/Z9WQy9jEY8M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAGiBARjRVzt7Ab2LzdgGkW2MQjCA","13:48","https://www.youtube.com/watch?v=Z9WQy9jEY8M"
115,"Spending $1,000,000 In 24 Hours","189M views","4 years ago","https://i.ytimg.com/vi/bs0SWXbty18/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDhwQSVEqkGbjHQqDphlUfIdB5YOw","15:10","https://www.youtube.com/watch?v=bs0SWXbty18"
116,"Last To Take Hand Off $1,000,000 Keeps It","140M views","4 years ago","https://i.ytimg.com/vi/yeqARWqjkps/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBtIl6J_vCPPVgBc3HV-G1mJPEM1w","15:25","https://www.youtube.com/watch?v=yeqARWqjkps"
117,"Last To Stop Riding Bike Wins $1,000,000 (Part 4)","65M views","4 years ago","https://i.ytimg.com/vi/wMuYiLby3-s/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBaHFnbCE8A1xMYyN9UHO_bPjVDIQ","11:45","https://www.youtube.com/watch?v=wMuYiLby3-s"
118,"Last To Leave Toilet Wins $1,000,000 (Part 3)","99M views","4 years ago","https://i.ytimg.com/vi/NbaWrbJDr48/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBZ1wQZbKw3m7aUUgdQ3TKFxziBrQ","15:46","https://www.youtube.com/watch?v=NbaWrbJDr48"
119,"I Ordered Pizza And Tipped The House","139M views","4 years ago","https://i.ytimg.com/vi/sfv1QaRzJg8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCkgk1tdAuQ0MuUNsGCWiilS_Z3Eg","12:50","https://www.youtube.com/watch?v=sfv1QaRzJg8"
120,"Last to Stop Swinging Wins $1,000,000 (Part 2)","131M views","4 years ago","https://i.ytimg.com/vi/RwnN2FVaHmw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD0VeZ-dohJZ7Z88oNxr2ktzmOJOw","13:03","https://www.youtube.com/watch?v=RwnN2FVaHmw"
121,"$50,000 Game Of Extreme Hide And Seek - Challenge","159M views","4 years ago","https://i.ytimg.com/vi/X1jMMFOqxEw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAPcwevQpoz91_EjfVg86KSQwfrRA","13:48","https://www.youtube.com/watch?v=X1jMMFOqxEw"
122,"I Opened A FREE BANK","120M views","4 years ago","https://i.ytimg.com/vi/ORUX1lHbOa8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAZMaaqHavjDbVYldyreiW3EKOAbw","10:52","https://www.youtube.com/watch?v=ORUX1lHbOa8"
123,"Going Around A Ferris Wheel 1,000 Times Straight","119M views","4 years ago","https://i.ytimg.com/vi/LU_xVr4b2qM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDvj8uptuXeekyI1gqrDR84BNnJEw","12:56","https://www.youtube.com/watch?v=LU_xVr4b2qM"
124,"Last To Fall Wins $1,000,000 (Part 1)","159M views","4 years ago","https://i.ytimg.com/vi/tQ4m4zD7BBA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAFAvWaNiuzKedC01-q1qZwnSodhw","16:57","https://www.youtube.com/watch?v=tQ4m4zD7BBA"
125,"Surviving 24 Hours Straight In The Bermuda Triangle","237M views","4 years ago","https://i.ytimg.com/vi/D9lVNzyhYnc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCN5zOj8Nt053-0h_7SOxOCfHyjuA","11:41","https://www.youtube.com/watch?v=D9lVNzyhYnc"
126,"I Spent $100,000 On Lottery Tickets And Won!","54M views","4 years ago","https://i.ytimg.com/vi/jokVbbLqV_E/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDt1j75Nm5bimEdvUXpP2CkIM4yMA","15:10","https://www.youtube.com/watch?v=jokVbbLqV_E"
127,"Planting 20,000,000 Trees, My Biggest Project Ever!","104M views","4 years ago","https://i.ytimg.com/vi/HPJKxAhLw5I/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCArZUcTK1lFBmrlOs8OOxumu77TQ","7:23","https://www.youtube.com/watch?v=HPJKxAhLw5I"
128,"Last To Take Hand Off Boat, Keeps It","129M views","4 years ago","https://i.ytimg.com/vi/Ims5p6wjW9s/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAO0mepq0NqhQTXyqVgGcoM8iyaCQ","16:48","https://www.youtube.com/watch?v=Ims5p6wjW9s"
129,"I Searched 100 Dumpsters, Here's What I Found","201M views","4 years ago","https://i.ytimg.com/vi/anFxsa5jXrE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBeYLVX2wMzTj4390lf5HgnhYyU1Q","17:09","https://www.youtube.com/watch?v=anFxsa5jXrE"
130,"Going Through The Same Drive Thru 1,000 Times","278M views","4 years ago","https://i.ytimg.com/vi/QxGVgXf_LNk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCRtSeH19hTaLJV9yLw-RGCqX-IYA","15:38","https://www.youtube.com/watch?v=QxGVgXf_LNk"
131,"Donating $100,000 To Random Streamers","63M views","4 years ago","https://i.ytimg.com/vi/al6130OD1Ck/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC9W_mRmUSL7q5mDG8uzI3Ji52Mdg","14:46","https://www.youtube.com/watch?v=al6130OD1Ck"
132,"Surviving 24 Hours Straight In A Rain Forest","135M views","4 years ago","https://i.ytimg.com/vi/d1010B3sKNQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDvsLFuPmS9VLRrrC2AT-yK52HxFA","13:09","https://www.youtube.com/watch?v=d1010B3sKNQ"
133,"Last To Leave Ramen Noodle Pool Wins $20,000","74M views","4 years ago","https://i.ytimg.com/vi/NS3hse9ezik/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDAkvLji5XsQlHvFPlQC3lb6aaOUw","14:32","https://www.youtube.com/watch?v=NS3hse9ezik"
134,"Anything You Can Carry, I'll Pay For #2","78M views","4 years ago","https://i.ytimg.com/vi/npDey6_9YRs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD-80gc_AcLtsZrlh28oqCN_YRnjA","13:59","https://www.youtube.com/watch?v=npDey6_9YRs"
135,"I Gave My Brother 24 Hours To Spend $100,000","102M views","4 years ago","https://i.ytimg.com/vi/0NGWT9COcEI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCJUzHreS3UF_PYR4bP8g_AIYQgQA","13:08","https://www.youtube.com/watch?v=0NGWT9COcEI"
136,"I Opened A Free Car Dealership","142M views","4 years ago","https://i.ytimg.com/vi/3LLnjRLrvLU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCUAFgCL1xW2EkABaTeBeXkhRYBIA","16:39","https://www.youtube.com/watch?v=3LLnjRLrvLU"
137,"Last To Leave Pool Of $20,000 Keeps It","176M views","4 years ago","https://i.ytimg.com/vi/bTrV5v7GLcQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD4VrGrWmwPepjzJ-NU7Hd8XAP5SA","16:39","https://www.youtube.com/watch?v=bTrV5v7GLcQ"
138,"Surviving 24 Hours On A Deserted Island","194M views","4 years ago","https://i.ytimg.com/vi/lBYC4_Lccjw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDzjX8bWhWbQYFQd_PugOVMmUrhHg","13:52","https://www.youtube.com/watch?v=lBYC4_Lccjw"
139,"Last To Leave Roller Coaster Wins $20,000 - Challenge","157M views","4 years ago","https://i.ytimg.com/vi/gL6iSCSHjco/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB4HhSgCmfYPVzLh8eBANEYBx7LRg","15:07","https://www.youtube.com/watch?v=gL6iSCSHjco"
140,"I Won Every Prize At A Theme Park","175M views","4 years ago","https://i.ytimg.com/vi/UQtltNZ_pjs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAdm9tYmu6pYq_Uvx6VHilrpsxzCg","13:22","https://www.youtube.com/watch?v=UQtltNZ_pjs"
141,"Destroying My Friend's Car And Surprising Him With A New One","111M views","4 years ago","https://i.ytimg.com/vi/0DaMUhgcAqo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAtjGeqw3Lc-NoL5bU6k0nwrUBbmQ","14:53","https://www.youtube.com/watch?v=0DaMUhgcAqo"
142,"I Spent 24 Hours Straight At Area 51","172M views","4 years ago","https://i.ytimg.com/vi/TOcGSwJBPMQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAAIM7VZq55B4_4nxK6FN7fOPGT0Q","15:19","https://www.youtube.com/watch?v=TOcGSwJBPMQ"
143,"Can 50,000 Magnets Catch A Cannon Ball?","128M views","4 years ago","https://i.ytimg.com/vi/ws694xrKopA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCz1fLAAOAVQ294ww8QjlzEVVvm5Q","9:29","https://www.youtube.com/watch?v=ws694xrKopA"
144,"World's Largest Game Of Dodgeball","86M views","4 years ago","https://i.ytimg.com/vi/UtnsWzaoRtg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDE-ii7t0_j8DnFgyOV5P-gWES6-A","11:17","https://www.youtube.com/watch?v=UtnsWzaoRtg"
145,"Last To Leave Revolving Door Wins $50,000","159M views","4 years ago","https://i.ytimg.com/vi/6wsFjjhZPJI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBLq7TbhYLRdEmp2Q52QFsqpx_TOA","13:44","https://www.youtube.com/watch?v=6wsFjjhZPJI"
146,"Tipping Waitresses With Real Gold Bars","69M views","4 years ago","https://i.ytimg.com/vi/Rmf6T_Ewt38/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAA7oCmgW41BaFdCDmOPDG5AxgfvA","12:07","https://www.youtube.com/watch?v=Rmf6T_Ewt38"
147,"I Opened The World's First FREE Store","91M views","5 years ago","https://i.ytimg.com/vi/n6qc4LHN2KQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLARiISY8BJYbbyqv1CkDlJTnYJqOA","14:51","https://www.youtube.com/watch?v=n6qc4LHN2KQ"
148,"Spending 24 Hours On Top Of A Mountain","203M views","5 years ago","https://i.ytimg.com/vi/2eFSU7TFOnk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDhfPN5rjcxvJMUddsoaGjXbUQ3tg","15:24","https://www.youtube.com/watch?v=2eFSU7TFOnk"
149,"Last To Leave VR Wins $20,000","158M views","5 years ago","https://i.ytimg.com/vi/RCvnytndd9c/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBTFCiYkib-3YiIZQS1FXq6Js0U1w","14:18","https://www.youtube.com/watch?v=RCvnytndd9c"
150,"Last To Stop Running Wins $20,000","117M views","5 years ago","https://i.ytimg.com/vi/AA-VpIj8F5Y/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBOxXXm3MoaE_Se4VJ6bPDcbo72Wg","14:58","https://www.youtube.com/watch?v=AA-VpIj8F5Y"
151,"Paying People $10,000 To Eat Ghost Pepper","40M views","5 years ago","https://i.ytimg.com/vi/fWcSBWadolA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDR8PCwawEw7R76p2uc1U3cAPPDwA","14:46","https://www.youtube.com/watch?v=fWcSBWadolA"
